BRW_CODROL;BRW_DESROL;BRW_SUBGRU;BRW_GRUPO;BRW_CAPITU;BRW_OD;BRW_AMB;BRW_HCO;BRW_HSO;BRW_PAC;BRW_DUT;BRW_SEQROL
30724139;EPIFISIODESE C/ ABAIXAMENTO DO GRANDE TROCANTER;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001056
30724147;EPIFISIOLISTESE PROXIMAL DE FÊMUR (FIXAÇÃO IN SITU);CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001057
30724155;FRATURA DE ACETÁBULO (COM UMA OU MAIS ABORDAGENS) - TRATAMENTO CIRÚRGICO;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001058
30724163;FRATURA DE ACETÁBULO - REDUÇÃO INCRUENTA;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001059
30724171;FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - REDUÇÃO INCRUENTA;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001060
30724180;FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - TRATAMENTO CIRÚRGICO;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001061
30724198;TRATAMENTO CIRÚRGICO DA LUXAÇÃO CONGÊNITA DE QUADRIL - REDUÇÃO CIRÚRGICA COM OU SEM OSTEOTOMIA / REDUÇÃO INCRUENTA COM OU SEM TENOTOMIA DE A1ORES;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001062
30724201;TRATAMENTO CIRÚRGICO DA LUXAÇÃO CONGÊNITA DE QUADRIL - REDUÇÃO CIRÚRGICA COM OU SEM OSTEOTOMIA / REDUÇÃO INCRUENTA COM OU SEM TENOTOMIA DE A1ORES;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001063
30724210;TRATAMENTO CIRÚRGICO DA LUXAÇÃO CONGÊNITA DE QUADRIL - REDUÇÃO CIRÚRGICA COM OU SEM OSTEOTOMIA / REDUÇÃO INCRUENTA COM OU SEM TENOTOMIA DE A1ORES;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001064
30724228;OSTEOTOMIA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001065
30724236;OSTEOTOMIAS AO NÍVEL DO COLO OU REGIÃO TROCANTERIANA (SUGIOKA, MARTIN, BOMBELLI ETC) - TRATAMENTO CIRÚRGICO;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001066
30724244;OSTEOTOMIAS SUPRA-ACETABULARES (CHIARI, PEMBERTON, DIAL, ETC) - TRATAMENTO CIRÚRGICO;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001067
30724252;PUNÇÃO-BIÓPSIA COXO-FEMORAL-ARTROCENTESE;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001068
30724260;RECONSTRUÇÃO DE QUADRIL COM FIXADOR EXTERNO;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001069
30724279;REVISÃO DE ARTROPLASTIAS DE QUADRIL COM RETIRADA DE COMPONENTES E IMPLANTE DE PRÓTESE;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001070
30724287;TRATAMENTO DE NECROSE AVASCULAR POR FORAGEM DE ESTAQUEAMENTO ASSOCIADA À NECROSE MICROCIRÚRGICA DA CABEÇA FEMORAL;CINTURA PÉLVICA;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001071
30725011;ALONGAMENTO / TRANSPORTE ÓSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO (DINÂMICO OU NÃO) - QUALQUER LOCALIZAÇÃO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001072
30725020;ALONGAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001073
30725038;AMPUTAÇÃO AO NÍVEL DA COXA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001074
30725046;BIÓPSIA CIRÚRGICA DE FÊMUR;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001075
30725054;CORREÇÃO DE DEFORMIDADE ÓSSEA CONGÊNITA OU ADQUIRIDA COM FIXADOR EXTERNO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001076
30725062;DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001077
30725070;DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001078
30725089;ENCURTAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001079
30725097;EPIFISIODESE - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001080
30725100;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001081
30725119;FRATURAS DE FÊMUR - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001082
30725127;FRATURAS DE FÊMUR - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001083
30725135;FRATURAS, PSEUDARTROSES, CORREÇÃO DE DEFORMIDADES E ALONGAMENTOS COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001084
30725143;TRATAMENTO CIRÚRGICO DA OSTEOMIELITE;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001085
30725151;TRATAMENTO CIRÚRGICO DA PSEUDOARTROSE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001086
30725160;TRATAMENTO CIRÚRGICO DE FRATURA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001087
30725178;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001088
30725186;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001089
30725194;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001090
30725208;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001091
30726018;TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001092
30726026;ARTRODESE DE JOELHO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001093
30726034;ARTROPLASTIA TOTAL DE JOELHO COM IMPLANTES - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001094
30726042;ARTROTOMIA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001095
30726050;BIÓPSIA CIRÚRGICA DE JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001096
30726069;DESARTICULAÇÃO DE JOELHO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001097
30726077;TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001098
30726085;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001099
30726093;FRATURA E/OU LUXAÇÃO DE PATELA (INCLUSIVE OSTEOCONDRAL) - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001100
30726107;FRATURA E/OU LUXAÇÃO DE PATELA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001101
30726115;FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001102
30726123;FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001103
30726131;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA DE LIGAMENTO COLATERAL DE JOELHO, ASSOCIADA A LIGAMENTO CRUZADO E MENISCO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001104
30726140;TRATAMENTO CIRÚRGICO DE LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001105
30726158;TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001106
30726166;TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001107
30726174;LESÕES LIGAMENTARES AGUDAS - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001108
30726182;LESÕES LIGAMENTARES AGUDAS - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001109
30726190;LESÕES LIGAMENTARES PERIFÉRICAS CRÔNICAS - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001110
30726204;LIBERAÇÃO LATERAL E FACECTOMIAS EM JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001111
30726212;MENISCORRAFIA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001112
30726220;OSTEOTOMIAS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001113
30726239;REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001114
30726247;RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL DE JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001115
30726255;REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001116
30726263;REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001117
30726271;REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES DE JOELHO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001118
30726280;TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001119
30726301;ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001120
30726310;BURSECTOMIA - TRATAMENTO CIRÚRGICO;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001121
30727014;ALONGAMENTO / TRANSPORTE ÓSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO (DINÂMICO OU NÃO) - QUALQUER LOCALIZAÇÃO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001122
30727022;ALONGAMENTO COM FIXADOR DINÂMICO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001123
30727030;ALONGAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001124
30727049;AMPUTAÇÃO DE PERNA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001125
30727057;BIÓPSIA CIRÚRGICA DE TÍBIA OU FÍBULA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001126
30727065;CORREÇÃO DE DEFORMIDADE ÓSSEA CONGÊNITA OU ADQUIRIDA COM FIXADOR EXTERNO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001127
30727073;CORREÇÃO DE DEFORMIDADE ÓSSEA CONGÊNITA OU ADQUIRIDA COM FIXADOR EXTERNO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001128
30727081;ENCURTAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001129
30727090;EPIFISIODESE - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001130
30727103;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001131
30727111;FRATURAS DE FÍBULA (INCLUI O DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001132
30727120;FRATURAS DE FÍBULA - (INCLUI DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001133
30727138;FRATURAS DE TÍBIA ASSOCIADA OU NÃO A FÍBULA (INCLUI DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001134
30727146;FRATURAS DE TÍBIA E FÍBULA (INCLUI DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001135
30727154;OSTEOMIELITE DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001136
30727162;OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001137
30727170;TRANSPOSIÇÃO DE FÍBULA/TÍBIA;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001138
30727189;TRATAMENTO CIRÚRGICO DE FRATURA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001139
30727197;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001140
30728010;AMPUTAÇÃO AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001141
30728029;TRATAMENTO CIRÚRGICO DE ARTRITE OU OSTEOARTRITE;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001142
30728037;ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001143
30728045;ARTRODESE AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001144
30728053;ARTROPLASTIA DE TORNOZELO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001145
30728061;ARTRORRISE DO TORNOZELO - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001146
30728070;ARTROTOMIA - TRATAMENTO CIRÚRGICO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;001147
30728088;BIÓPSIA CIRÚRGICA DO TORNOZELO;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001148
30728096;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS;PROCEDIMENTOS GERAIS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;001149
